frame,id,cx,cy,x,y,w,h,proc_ms
45,0,1569,490,1557,467,24,47,150.629
46,0,1569,490,1557,467,24,47,5.966
47,0,1569,490,1557,467,24,47,6.354
48,0,1569,490,1557,467,24,47,4.696
49,0,1569,490,1557,467,24,47,4.484
50,0,1569,490,1557,467,24,47,90.116
51,0,1569,490,1557,467,24,47,4.757
52,0,1569,490,1557,467,24,47,5.301
53,0,1569,490,1557,467,24,47,5.784
54,0,1569,490,1557,467,24,47,6.803
55,0,1569,490,1557,467,24,47,5.023
56,0,1569,490,1557,467,24,47,4.84
57,0,1569,490,1557,467,24,47,5.687
58,0,1569,490,1557,467,24,47,5.46
59,0,1569,490,1557,467,24,47,4.504
60,0,1569,490,1557,467,24,47,156.801
61,0,1569,490,1557,467,24,47,5.958
62,0,1569,490,1557,467,24,47,5.648
63,0,1569,490,1557,467,24,47,4.9
64,0,1569,490,1557,467,24,47,4.617
65,0,1569,490,1557,467,24,47,4.949
66,0,1569,490,1557,467,24,47,5.247
67,0,1569,490,1557,467,24,47,5.452
68,0,1569,490,1557,467,24,47,5.115
69,0,1569,490,1557,467,24,47,4.368
70,0,1569,490,1557,467,24,47,141.883
71,0,1569,490,1557,467,24,47,5.331
72,0,1569,490,1557,467,24,47,4.919
73,0,1569,490,1557,467,24,47,4.455
74,0,1569,490,1557,467,24,47,4.997
75,0,1569,490,1557,467,24,47,4.962
76,0,1569,490,1557,467,24,47,5.828
77,0,1569,490,1557,467,24,47,6.104
78,0,1569,490,1557,467,24,47,6.103
79,0,1569,490,1557,467,24,47,5.081
80,0,1569,490,1557,467,24,47,121.469
81,0,1569,490,1557,467,24,47,4.641
82,0,1569,490,1557,467,24,47,5.764
83,0,1569,490,1557,467,24,47,5.648
84,0,1569,490,1557,467,24,47,5.505
85,0,1569,490,1557,467,24,47,4.362
86,0,1569,490,1557,467,24,47,6.143
87,0,1569,490,1557,467,24,47,4.924
88,0,1569,490,1557,467,24,47,4.603
89,0,1569,490,1557,467,24,47,5.129
90,0,1569,490,1557,467,24,47,134.82
91,0,1569,490,1557,467,24,47,4.7
92,0,1569,490,1557,467,24,47,4.964
93,0,1569,490,1557,467,24,47,4.658
94,0,1569,490,1557,467,24,47,5.089
95,0,1569,490,1557,467,24,47,5.78
96,0,1569,490,1557,467,24,47,6.555
97,0,1569,490,1557,467,24,47,5.093
98,0,1569,490,1557,467,24,47,6.693
99,0,1569,490,1557,467,24,47,5.5
100,0,1569,490,1557,467,24,47,178.343
101,0,1569,490,1557,467,24,47,6.212
102,0,1569,490,1557,467,24,47,5.951
103,0,1569,490,1557,467,24,47,4.854
104,0,1569,490,1557,467,24,47,5.641
105,0,1569,490,1557,467,24,47,5.374
106,0,1569,490,1557,467,24,47,4.571
107,0,1569,490,1557,467,24,47,4.8
108,0,1569,490,1557,467,24,47,5.179
109,0,1569,490,1557,467,24,47,7.494
110,0,1569,490,1557,467,24,47,128.021
111,0,1569,490,1557,467,24,47,5.361
112,0,1569,490,1557,467,24,47,4.888
113,0,1569,490,1557,467,24,47,4.527
114,0,1569,490,1557,467,24,47,5.47
115,0,1569,490,1557,467,24,47,4.61
116,0,1569,490,1557,467,24,47,5.604
117,0,1569,490,1557,467,24,47,5.943
118,0,1569,490,1557,467,24,47,5.421
119,0,1569,490,1557,467,24,47,5.225
120,0,1569,490,1557,467,24,47,141.222
121,0,1569,490,1557,467,24,47,5.475
122,0,1569,490,1557,467,24,47,5.519
123,0,1569,490,1557,467,24,47,5.8
124,0,1569,490,1557,467,24,47,5.385
125,0,1569,490,1557,467,24,47,4.967
126,0,1569,490,1557,467,24,47,5.462
127,0,1569,490,1557,467,24,47,5.088
128,0,1569,490,1557,467,24,47,5.298
129,0,1569,490,1557,467,24,47,4.649
130,0,1569,490,1557,467,24,47,134.151
131,0,1569,490,1557,467,24,47,5.552
132,0,1569,490,1557,467,24,47,5.956
133,0,1569,490,1557,467,24,47,5.711
134,0,1569,490,1557,467,24,47,6.015
135,0,1569,490,1557,467,24,47,4.63
136,0,1569,490,1557,467,24,47,4.913
137,0,1569,490,1557,467,24,47,5.394
138,0,1569,490,1557,467,24,47,4.9
139,0,1569,490,1557,467,24,47,4.626
140,0,1569,490,1557,467,24,47,113.35
141,0,1569,490,1557,467,24,47,6.147
142,0,1569,490,1557,467,24,47,6.159
143,0,1569,490,1557,467,24,47,7.526
144,0,1569,490,1557,467,24,47,5.783
145,0,1569,490,1557,467,24,47,5.79
146,0,1569,490,1557,467,24,47,5.397
147,0,1569,490,1557,467,24,47,5.437
148,0,1569,490,1557,467,24,47,5.65
149,0,1569,490,1557,467,24,47,5.234
150,0,1569,490,1557,467,24,47,168.977
151,0,1569,490,1557,467,24,47,5.399
152,0,1569,490,1557,467,24,47,4.878
153,0,1569,490,1557,467,24,47,5.516
154,0,1569,490,1557,467,24,47,6.241
155,0,1569,490,1557,467,24,47,5.975
156,0,1569,490,1557,467,24,47,5.016
157,0,1569,490,1557,467,24,47,4.677
158,0,1569,490,1557,467,24,47,5.522
159,0,1569,490,1557,467,24,47,5.539
160,0,1569,490,1557,467,24,47,123.996
161,0,1569,490,1557,467,24,47,5.245
162,0,1569,490,1557,467,24,47,4.755
163,0,1569,490,1557,467,24,47,5.013
164,0,1569,490,1557,467,24,47,5.185
165,0,1569,490,1557,467,24,47,5.942
166,0,1569,490,1557,467,24,47,5.697
167,0,1569,490,1557,467,24,47,6.261
168,0,1569,490,1557,467,24,47,6.052
169,0,1569,490,1557,467,24,47,5.249
170,0,1569,490,1557,467,24,47,141.91
171,0,1569,490,1557,467,24,47,5.897
172,0,1569,490,1557,467,24,47,5.586
173,0,1569,490,1557,467,24,47,6.565
174,0,1569,490,1557,467,24,47,6.355
175,0,1569,490,1557,467,24,47,6.208
176,0,1569,490,1557,467,24,47,6.009
177,0,1569,490,1557,467,24,47,5.539
178,0,1569,490,1557,467,24,47,5.201
179,0,1569,490,1557,467,24,47,5.784
180,0,1569,490,1557,467,24,47,170.443
181,0,1569,490,1557,467,24,47,5.614
182,0,1569,490,1557,467,24,47,5.924
183,0,1569,490,1557,467,24,47,5.38
184,0,1569,490,1557,467,24,47,6.575
185,0,1569,490,1557,467,24,47,5.137
186,0,1569,490,1557,467,24,47,5.097
187,0,1569,490,1557,467,24,47,5.087
188,0,1569,490,1557,467,24,47,5.116
189,0,1569,490,1557,467,24,47,5.239
190,0,1569,490,1557,467,24,47,146.735
191,0,1569,490,1557,467,24,47,4.542
192,0,1569,490,1557,467,24,47,4.951
193,0,1569,490,1557,467,24,47,5.158
194,0,1569,490,1557,467,24,47,4.544
195,0,1569,490,1557,467,24,47,5.391
196,0,1569,490,1557,467,24,47,5.753
197,0,1569,490,1557,467,24,47,6.432
198,0,1569,490,1557,467,24,47,4.866
199,0,1569,490,1557,467,24,47,5.796
200,0,1569,490,1557,467,24,47,133.631
201,0,1569,490,1557,467,24,47,6.002
202,0,1569,490,1557,467,24,47,5.652
203,0,1569,490,1557,467,24,47,4.625
204,0,1569,490,1557,467,24,47,6.85
205,0,1569,490,1557,467,24,47,5.181
206,0,1569,490,1557,467,24,47,4.688
207,0,1569,490,1557,467,24,47,5.727
208,0,1569,490,1557,467,24,47,4.823
209,0,1569,490,1557,467,24,47,5.29
210,0,1569,490,1557,467,24,47,128.118
211,0,1569,490,1557,467,24,47,5.024
212,0,1569,490,1557,467,24,47,4.68
213,0,1569,490,1557,467,24,47,5.128
214,0,1569,490,1557,467,24,47,5.439
215,0,1569,490,1557,467,24,47,4.927
216,0,1569,490,1557,467,24,47,5.694
217,0,1569,490,1557,467,24,47,4.904
218,0,1569,490,1557,467,24,47,5.445
219,0,1569,490,1557,467,24,47,5.508
220,0,1569,490,1557,467,24,47,132.897
221,0,1569,490,1557,467,24,47,4.591
222,0,1569,490,1557,467,24,47,5.104
223,0,1569,490,1557,467,24,47,4.863
224,0,1569,490,1557,467,24,47,6.015
225,0,1569,490,1557,467,24,47,4.924
226,0,1569,490,1557,467,24,47,4.553
227,0,1569,490,1557,467,24,47,5.132
228,0,1569,490,1557,467,24,47,5.256
229,0,1569,490,1557,467,24,47,5.336
230,0,1569,490,1557,467,24,47,138.954
231,0,1569,490,1557,467,24,47,6.92
232,0,1569,490,1557,467,24,47,5.477
233,0,1569,490,1557,467,24,47,4.506
234,0,1569,490,1557,467,24,47,5.572
235,0,1569,490,1557,467,24,47,4.744
236,0,1569,490,1557,467,24,47,5.277
237,0,1569,490,1557,467,24,47,5.34
238,0,1569,490,1557,467,24,47,4.763
239,0,1569,490,1557,467,24,47,5.38
240,0,1569,490,1557,467,24,47,113.328
241,0,1569,490,1557,467,24,47,6.213
242,0,1569,490,1557,467,24,47,5.73
243,0,1569,490,1557,467,24,47,5.115
244,0,1569,490,1557,467,24,47,5.061
245,0,1569,490,1557,467,24,47,5.378
246,0,1569,490,1557,467,24,47,5.993
247,0,1569,490,1557,467,24,47,5.165
248,0,1569,490,1557,467,24,47,4.413
249,0,1569,490,1557,467,24,47,4.504
250,0,1569,490,1557,467,24,47,118.314
251,0,1569,490,1557,467,24,47,4.499
252,0,1569,490,1557,467,24,47,5.156
253,0,1569,490,1557,467,24,47,5.158
254,0,1569,490,1557,467,24,47,4.916
255,0,1569,490,1557,467,24,47,5.796
256,0,1569,490,1557,467,24,47,4.926
257,0,1569,490,1557,467,24,47,4.529
258,0,1569,490,1557,467,24,47,4.962
259,0,1569,490,1557,467,24,47,5.338
260,0,1569,490,1557,467,24,47,113.22
261,0,1569,490,1557,467,24,47,5.176
262,0,1569,490,1557,467,24,47,6.197
263,0,1569,490,1557,467,24,47,5.6
264,0,1569,490,1557,467,24,47,5.243
265,0,1569,490,1557,467,24,47,6.542
266,0,1569,490,1557,467,24,47,6.077
267,0,1569,490,1557,467,24,47,5.896
268,0,1569,490,1557,467,24,47,5.128
269,0,1569,490,1557,467,24,47,5.203
270,0,1569,490,1557,467,24,47,153.317
271,0,1569,490,1557,467,24,47,6.113
272,0,1569,490,1557,467,24,47,5.077
273,0,1569,490,1557,467,24,47,5.676
274,0,1569,490,1557,467,24,47,5.454
275,0,1569,490,1557,467,24,47,5.198
276,0,1569,490,1557,467,24,47,5.582
277,0,1569,490,1557,467,24,47,5.292
278,0,1569,490,1557,467,24,47,4.336
279,0,1569,490,1557,467,24,47,4.853
280,0,1569,490,1557,467,24,47,162.22
281,0,1569,490,1557,467,24,47,5.765
282,0,1569,490,1557,467,24,47,5.179
283,0,1569,490,1557,467,24,47,5.012
284,0,1569,490,1557,467,24,47,5.298
285,0,1569,490,1557,467,24,47,4.895
286,0,1569,490,1557,467,24,47,4.703
287,0,1569,490,1557,467,24,47,5.499
288,0,1569,490,1557,467,24,47,5.273
289,0,1569,490,1557,467,24,47,5.105
290,0,1569,490,1557,467,24,47,155.03
291,0,1569,490,1557,467,24,47,5.489
292,0,1569,490,1557,467,24,47,5.131
293,0,1569,490,1557,467,24,47,5.822
294,0,1569,490,1557,467,24,47,5.347
295,0,1569,490,1557,467,24,47,6.199
296,0,1569,490,1557,467,24,47,4.623
297,0,1569,490,1557,467,24,47,5.233
298,0,1569,490,1557,467,24,47,5.01
299,0,1569,490,1557,467,24,47,4.956
300,0,1569,490,1557,467,24,47,110.966
