frame,id,cx,cy,x,y,w,h,proc_ms
1,0,758,810,720,775,77,70,155.628
2,0,758,810,720,775,77,70,13.918
3,0,758,810,720,775,77,70,9.586
4,0,758,810,720,775,77,70,10.256
5,0,758,810,720,775,77,70,9.769
6,0,758,810,720,775,77,70,9.731
7,0,758,810,720,775,77,70,9.998
8,0,758,810,720,775,77,70,10.287
9,0,758,810,720,775,77,70,10.906
10,0,758,810,720,775,77,70,166.695
11,0,758,810,720,775,77,70,10.62
12,0,758,810,720,775,77,70,10.334
13,0,758,810,720,775,77,70,10.779
14,0,758,810,720,775,77,70,10.199
15,0,758,810,720,775,77,70,9.837
16,0,758,810,720,775,77,70,9.845
17,0,758,810,720,775,77,70,9.798
18,0,758,810,720,775,77,70,11.269
19,0,758,810,720,775,77,70,10.7
20,0,758,810,720,775,77,70,137.769
21,0,758,810,720,775,77,70,11.487
22,0,758,810,720,775,77,70,10.306
23,0,758,810,720,775,77,70,10.011
24,0,758,810,720,775,77,70,10.612
25,0,758,810,720,775,77,70,9.902
26,0,758,810,720,775,77,70,10.418
27,0,758,810,720,775,77,70,10.014
28,0,758,810,720,775,77,70,9.469
29,0,758,810,720,775,77,70,10.116
30,0,758,810,720,775,77,70,119.329
31,0,758,810,720,775,77,70,10.419
32,0,758,810,720,775,77,70,10.286
33,0,758,810,720,775,77,70,10.853
34,0,758,810,720,775,77,70,9.587
35,0,758,810,720,775,77,70,9.409
36,0,758,810,720,775,77,70,10.914
37,0,758,810,720,775,77,70,11.515
38,0,758,810,720,775,77,70,11.612
39,0,758,810,720,775,77,70,9.311
40,0,758,810,720,775,77,70,132.421
41,0,758,810,720,775,77,70,9.6
42,0,758,810,720,775,77,70,9.579
43,0,758,810,720,775,77,70,10.443
44,0,758,810,720,775,77,70,11.141
45,0,758,810,720,775,77,70,11.32
46,0,758,810,720,775,77,70,10.673
47,0,758,810,720,775,77,70,10.287
48,0,758,810,720,775,77,70,9.696
49,0,758,810,720,775,77,70,10.344
50,0,758,810,720,775,77,70,170.525
51,0,758,810,720,775,77,70,11.374
52,0,758,810,720,775,77,70,10.116
53,0,758,810,720,775,77,70,9.948
54,0,758,810,720,775,77,70,12.861
55,0,758,810,720,775,77,70,12.866
56,0,758,810,720,775,77,70,10.676
57,0,758,810,720,775,77,70,11.067
58,0,758,810,720,775,77,70,11.12
59,0,758,810,720,775,77,70,11.184
60,0,758,810,720,775,77,70,152.149
61,0,758,810,720,775,77,70,10.284
62,0,758,810,720,775,77,70,11.293
63,0,758,810,720,775,77,70,11.802
64,0,758,810,720,775,77,70,9.84
65,0,758,810,720,775,77,70,9.69
66,0,758,810,720,775,77,70,9.923
67,0,758,810,720,775,77,70,10.336
68,0,758,810,720,775,77,70,12.447
69,0,758,810,720,775,77,70,11.485
70,0,758,810,720,775,77,70,131.547
71,0,758,810,720,775,77,70,10.035
72,0,758,810,720,775,77,70,10.587
73,0,758,810,720,775,77,70,17.857
74,0,758,810,720,775,77,70,9.688
75,0,758,810,720,775,77,70,10.193
76,0,758,810,720,775,77,70,10.158
77,0,758,810,720,775,77,70,13.108
78,0,758,810,720,775,77,70,12.258
79,0,758,810,720,775,77,70,11.043
80,0,758,810,720,775,77,70,123.255
81,0,758,810,720,775,77,70,10.572
82,0,758,810,720,775,77,70,10.104
83,0,758,810,720,775,77,70,10.035
84,0,758,810,720,775,77,70,10.726
85,0,758,810,720,775,77,70,9.884
86,0,758,810,720,775,77,70,9.489
87,0,758,810,720,775,77,70,9.974
88,0,758,810,720,775,77,70,9.965
89,0,758,810,720,775,77,70,10.492
90,0,758,810,720,775,77,70,155.511
91,0,758,810,720,775,77,70,10.363
92,0,758,810,720,775,77,70,11.049
93,0,758,810,720,775,77,70,13.549
94,0,758,810,720,775,77,70,12.001
95,0,758,810,720,775,77,70,10.33
96,0,758,810,720,775,77,70,11.154
97,0,758,810,720,775,77,70,10.783
98,0,758,810,720,775,77,70,10.299
99,0,758,810,720,775,77,70,11.125
100,0,758,810,720,775,77,70,151.601
101,0,758,810,720,775,77,70,15.115
102,0,758,810,720,775,77,70,10.636
103,0,758,810,720,775,77,70,10.708
104,0,758,810,720,775,77,70,10.182
105,0,758,810,720,775,77,70,10.653
106,0,758,810,720,775,77,70,11.216
107,0,758,810,720,775,77,70,10.686
108,0,758,810,720,775,77,70,10.087
109,0,758,810,720,775,77,70,10.266
110,0,758,810,720,775,77,70,136.753
111,0,758,810,720,775,77,70,11.768
112,0,758,810,720,775,77,70,10.858
113,0,758,810,720,775,77,70,11.323
114,0,758,810,720,775,77,70,10.69
115,0,758,810,720,775,77,70,11.267
116,0,758,810,720,775,77,70,10.723
117,0,758,810,720,775,77,70,10.281
118,0,758,810,720,775,77,70,11.076
119,0,758,810,720,775,77,70,10.22
120,0,758,810,720,775,77,70,169.415
121,0,758,810,720,775,77,70,10.957
122,0,758,810,720,775,77,70,9.81
123,0,758,810,720,775,77,70,11.571
124,0,758,810,720,775,77,70,10.569
125,0,758,810,720,775,77,70,11.215
126,0,758,810,720,775,77,70,11.1
127,0,758,810,720,775,77,70,10.506
128,0,758,810,720,775,77,70,10.007
129,0,758,810,720,775,77,70,10.675
130,0,758,810,720,775,77,70,137.937
131,0,758,810,720,775,77,70,10.327
132,0,758,810,720,775,77,70,9.937
133,0,758,810,720,775,77,70,10.019
134,0,758,810,720,775,77,70,11.077
135,0,758,810,720,775,77,70,10.179
136,0,758,810,720,775,77,70,9.817
137,0,758,810,720,775,77,70,10.695
138,0,758,810,720,775,77,70,10.465
139,0,758,810,720,775,77,70,10.22
140,0,758,810,720,775,77,70,144.992
141,0,758,810,720,775,77,70,11.109
142,0,758,810,720,775,77,70,12.091
143,0,758,810,720,775,77,70,10.706
144,0,758,810,720,775,77,70,10.97
145,0,758,810,720,775,77,70,10.187
146,0,758,810,720,775,77,70,11.391
147,0,758,810,720,775,77,70,11.117
148,0,758,810,720,775,77,70,10.906
149,0,758,810,720,775,77,70,10.826
150,0,758,810,720,775,77,70,159.287
151,0,758,810,720,775,77,70,10.414
152,0,758,810,720,775,77,70,10.235
153,0,758,810,720,775,77,70,10.708
154,0,758,810,720,775,77,70,10.425
155,0,758,810,720,775,77,70,10.249
156,0,758,810,720,775,77,70,9.878
157,0,758,810,720,775,77,70,10.738
158,0,758,810,720,775,77,70,10.61
159,0,758,810,720,775,77,70,10.694
160,0,758,810,720,775,77,70,140.616
161,0,758,810,720,775,77,70,10.049
162,0,758,810,720,775,77,70,9.7
163,0,758,810,720,775,77,70,10.359
164,0,758,810,720,775,77,70,9.524
165,0,758,810,720,775,77,70,9.398
166,0,758,810,720,775,77,70,9.892
167,0,758,810,720,775,77,70,10.113
168,0,758,810,720,775,77,70,10.345
169,0,758,810,720,775,77,70,10.765
170,0,758,810,720,775,77,70,159.913
171,0,758,810,720,775,77,70,10.308
172,0,758,810,720,775,77,70,9.958
173,0,758,810,720,775,77,70,10.235
174,0,758,810,720,775,77,70,10.585
175,0,758,810,720,775,77,70,9.981
176,0,758,810,720,775,77,70,10.828
177,0,758,810,720,775,77,70,9.814
178,0,758,810,720,775,77,70,10.073
179,0,758,810,720,775,77,70,10.301
180,0,758,810,720,775,77,70,161.395
181,0,758,810,720,775,77,70,10.559
182,0,758,810,720,775,77,70,9.782
183,0,758,810,720,775,77,70,12.092
184,0,758,810,720,775,77,70,10.385
185,0,758,810,720,775,77,70,11.142
186,0,758,810,720,775,77,70,10.42
187,0,758,810,720,775,77,70,10.783
188,0,758,810,720,775,77,70,11.526
189,0,758,810,720,775,77,70,10.677
190,0,758,810,720,775,77,70,129.077
191,0,758,810,720,775,77,70,10.014
192,0,758,810,720,775,77,70,10.567
193,0,758,810,720,775,77,70,9.905
194,0,758,810,720,775,77,70,9.788
195,0,758,810,720,775,77,70,9.83
196,0,758,810,720,775,77,70,10.531
197,0,758,810,720,775,77,70,10.542
