frame,id,cx,cy,x,y,w,h,proc_ms
29,0,955,489,915,458,81,63,186.969
30,0,955,489,915,458,81,63,193.796
31,0,955,489,915,458,81,63,9.915
32,0,955,489,915,458,81,63,10.937
33,0,955,489,915,458,81,63,10.603
34,0,955,489,915,458,81,63,10.186
35,0,955,489,915,458,81,63,9.823
36,0,955,489,915,458,81,63,9.568
37,0,955,489,915,458,81,63,10.232
38,0,955,489,915,458,81,63,10.01
39,0,955,489,915,458,81,63,9.571
40,0,955,489,915,458,81,63,186.831
41,0,955,489,915,458,81,63,9.266
42,0,955,489,915,458,81,63,10.041
43,0,955,489,915,458,81,63,9.141
44,0,955,489,915,458,81,63,11.25
45,0,955,489,915,458,81,63,10.238
46,0,955,489,915,458,81,63,9.983
47,0,955,489,915,458,81,63,11.248
48,0,955,489,915,458,81,63,10.042
49,0,955,489,915,458,81,63,10.12
50,0,955,489,915,458,81,63,158.417
51,0,955,489,915,458,81,63,9.748
52,0,955,489,915,458,81,63,9.523
53,0,955,489,915,458,81,63,9.842
54,0,955,489,915,458,81,63,10.791
55,0,955,489,915,458,81,63,10.21
56,0,955,489,915,458,81,63,10.21
57,0,955,489,915,458,81,63,11.711
58,0,955,489,915,458,81,63,9.265
59,0,955,489,915,458,81,63,10.274
60,0,955,489,915,458,81,63,149.069
61,0,955,489,915,458,81,63,9.62
62,0,955,489,915,458,81,63,10.176
63,0,955,489,915,458,81,63,9.61
64,0,955,489,915,458,81,63,11.823
65,0,955,489,915,458,81,63,9.644
66,0,955,489,915,458,81,63,9.594
67,0,955,489,915,458,81,63,9.189
68,0,955,489,915,458,81,63,9.726
69,0,955,489,915,458,81,63,9.972
70,0,955,489,915,458,81,63,168.446
71,0,955,489,915,458,81,63,10.77
72,0,955,489,915,458,81,63,9.744
73,0,955,489,915,458,81,63,9.696
74,0,955,489,915,458,81,63,9.693
75,0,955,489,915,458,81,63,10.576
76,0,955,489,915,458,81,63,10.688
77,0,955,489,915,458,81,63,9.327
78,0,955,489,915,458,81,63,9.781
79,0,955,489,915,458,81,63,9.856
80,0,955,489,915,458,81,63,138.689
81,0,955,489,915,458,81,63,9.889
82,0,955,489,915,458,81,63,9.824
83,0,955,489,915,458,81,63,9.948
84,0,955,489,915,458,81,63,9.818
85,0,955,489,915,458,81,63,9.83
86,0,955,489,915,458,81,63,10.172
87,0,955,489,915,458,81,63,9.883
88,0,955,489,915,458,81,63,9.532
89,0,955,489,915,458,81,63,9.499
90,0,955,489,915,458,81,63,131.789
91,0,955,489,915,458,81,63,9.408
92,0,955,489,915,458,81,63,9.249
93,0,955,489,915,458,81,63,10.161
94,0,955,489,915,458,81,63,10.177
95,0,955,489,915,458,81,63,10.918
