frame,id,cx,cy,x,y,w,h,proc_ms
0,0,746,316,679,283,135,66,171.81
1,0,746,316,679,283,135,66,18.2
2,0,746,316,679,283,135,66,10.584
3,0,746,316,679,283,135,66,9.165
4,0,746,316,679,283,135,66,12.78
5,0,746,316,679,283,135,66,9.034
6,0,746,316,679,283,135,66,10.052
7,0,746,316,679,283,135,66,8.193
8,0,746,316,679,283,135,66,8.231
9,0,746,316,679,283,135,66,9.265
10,0,746,316,679,283,135,66,157.466
11,0,745,316,678,283,135,66,7.633
12,0,746,316,679,283,135,66,6.659
13,0,745,316,678,283,135,66,6.788
14,0,746,316,679,283,135,66,6.439
15,0,745,316,678,283,135,66,6.273
16,0,746,316,679,283,135,66,8.653
17,0,745,316,678,283,135,66,6.631
18,0,746,316,679,283,135,66,6.873
19,0,745,316,678,283,135,66,7.857
20,0,746,316,679,283,135,66,135.596
21,0,745,316,678,283,135,66,7.765
22,0,746,316,679,283,135,66,8.621
23,0,745,316,678,283,135,66,9.185
24,0,746,316,679,283,135,66,8.228
25,0,745,316,678,283,135,66,8.244
26,0,746,316,679,283,135,66,7.334
27,0,745,316,678,283,135,66,7.783
28,0,746,316,679,283,135,66,7.624
29,0,745,316,678,283,135,66,7.914
30,0,746,316,679,283,135,66,208.472
31,0,745,316,678,283,135,66,7.45
32,0,746,316,679,283,135,66,7.788
33,0,745,316,678,283,135,66,5.829
34,0,746,316,679,283,135,66,7.228
35,0,745,316,678,283,135,66,7.944
36,0,746,316,679,283,135,66,6.85
37,0,745,316,678,283,135,66,6.833
38,0,746,316,679,283,135,66,5.887
39,0,745,316,678,283,135,66,7.293
40,0,746,316,679,283,135,66,117.446
41,0,745,316,678,283,135,66,6.117
42,0,746,316,679,283,135,66,6.233
43,0,745,316,678,283,135,66,6.357
44,0,746,316,679,283,135,66,6.795
45,0,745,316,678,283,135,66,6.298
46,0,746,316,679,283,135,66,7.547
47,0,745,316,678,283,135,66,6.829
48,0,746,316,679,283,135,66,6.503
49,0,745,316,678,283,135,66,6.412
50,0,746,316,679,283,135,66,142.893
51,0,745,316,678,283,135,66,6.789
52,0,746,316,679,283,135,66,6.489
53,0,745,316,678,283,135,66,6.021
54,0,746,316,679,283,135,66,6.25
55,0,745,316,678,283,135,66,5.549
56,0,746,316,679,283,135,66,5.351
57,0,745,316,678,283,135,66,6.676
58,0,746,316,679,283,135,66,5.888
59,0,745,316,678,283,135,66,6.296
60,0,746,316,679,283,135,66,169.034
61,0,745,316,678,283,135,66,6.576
62,0,746,316,679,283,135,66,7.383
63,0,745,316,678,283,135,66,7.068
64,0,746,316,679,283,135,66,7.34
65,0,745,316,678,283,135,66,6.461
66,0,746,316,679,283,135,66,6.111
67,0,745,316,678,283,135,66,7.18
68,0,746,316,679,283,135,66,5.066
69,0,745,316,678,283,135,66,6.581
70,0,746,316,679,283,135,66,200.614
71,0,745,316,678,283,135,66,6.179
72,0,746,316,679,283,135,66,7.1
73,0,745,316,678,283,135,66,6.397
74,0,746,316,679,283,135,66,7.061
75,0,745,316,678,283,135,66,6.957
76,0,746,316,679,283,135,66,6.337
77,0,745,316,678,283,135,66,6.709
78,0,746,316,679,283,135,66,6.422
79,0,745,316,678,283,135,66,6.826
80,0,746,316,679,283,135,66,128.374
81,0,745,316,678,283,135,66,6.183
82,0,746,316,679,283,135,66,5.385
83,0,745,316,678,283,135,66,5.26
84,0,746,316,679,283,135,66,5.76
