frame,id,cx,cy,x,y,w,h,proc_ms
5,0,188,605,153,571,71,69,221.907
6,0,188,605,153,571,71,69,12.002
7,0,188,605,153,571,71,69,10.842
8,0,188,605,153,571,71,69,10.649
9,0,188,605,153,571,71,69,12.731
10,0,188,605,153,571,71,69,165.056
11,0,188,605,153,571,71,69,13.006
12,0,188,605,153,571,71,69,13.194
13,0,188,605,153,571,71,69,12.499
14,0,188,605,153,571,71,69,12.557
15,0,188,605,153,571,71,69,12.833
16,0,188,605,153,571,71,69,12.699
17,0,188,605,153,571,71,69,12.498
18,0,188,605,153,571,71,69,11.679
19,0,188,605,153,571,71,69,11.269
20,0,188,605,153,571,71,69,201.506
21,0,188,605,153,571,71,69,10.934
22,0,188,605,153,571,71,69,10.856
23,0,188,605,153,571,71,69,10.878
24,0,188,605,153,571,71,69,11.252
25,0,188,605,153,571,71,69,11.497
26,0,188,605,153,571,71,69,11.73
27,0,188,605,153,571,71,69,10.496
28,0,188,605,153,571,71,69,11.174
29,0,188,605,153,571,71,69,10.846
30,0,188,605,153,571,71,69,169.691
31,0,188,605,153,571,71,69,10.206
32,0,188,605,153,571,71,69,11.702
33,0,188,605,153,571,71,69,11.539
34,0,188,605,153,571,71,69,15.416
35,0,188,605,153,571,71,69,11.088
36,0,188,605,153,571,71,69,12.231
37,0,188,605,153,571,71,69,10.844
38,0,188,605,153,571,71,69,10.461
39,0,188,605,153,571,71,69,10.793
40,0,188,605,153,571,71,69,152.647
41,0,188,605,153,571,71,69,11.126
42,0,188,605,153,571,71,69,11.075
43,0,188,605,153,571,71,69,10.354
44,0,188,605,153,571,71,69,11.342
45,0,188,605,153,571,71,69,10.947
46,0,188,605,153,571,71,69,11.005
47,0,188,605,153,571,71,69,10.94
48,0,188,605,153,571,71,69,10.539
49,0,188,605,153,571,71,69,11.439
50,0,188,605,153,571,71,69,203.297
51,0,188,605,153,571,71,69,11.286
52,0,188,605,153,571,71,69,11.612
53,0,188,605,153,571,71,69,13.661
54,0,188,605,153,571,71,69,11.587
55,0,188,605,153,571,71,69,11.268
56,0,188,605,153,571,71,69,11.36
57,0,188,605,153,571,71,69,13.304
58,0,188,605,153,571,71,69,11.704
59,0,188,605,153,571,71,69,11.235
60,0,188,605,153,571,71,69,146.954
61,0,188,605,153,571,71,69,13.379
62,0,188,605,153,571,71,69,11.841
63,0,188,605,153,571,71,69,11.436
64,0,188,605,153,571,71,69,11.932
65,0,188,605,153,571,71,69,12.132
66,0,188,605,153,571,71,69,10.928
67,0,188,605,153,571,71,69,11.205
68,0,188,605,153,571,71,69,11.668
69,0,188,605,153,571,71,69,11.414
70,0,188,605,153,571,71,69,210.646
71,0,188,605,153,571,71,69,11.281
72,0,188,605,153,571,71,69,13.476
73,0,188,605,153,571,71,69,11.915
74,0,188,605,153,571,71,69,11.911
75,0,188,605,153,571,71,69,11.58
76,0,188,605,153,571,71,69,11.506
77,0,188,605,153,571,71,69,11.181
78,0,188,605,153,571,71,69,12.426
79,0,188,605,153,571,71,69,11.513
80,0,188,605,153,571,71,69,187.414
81,0,188,605,153,571,71,69,11.234
82,0,188,605,153,571,71,69,10.906
83,0,188,605,153,571,71,69,11.014
84,0,188,605,153,571,71,69,13.401
85,0,188,605,153,571,71,69,11.223
86,0,188,605,153,571,71,69,11.692
100,1,260,570,207,516,107,109,161.231
101,1,260,571,207,517,107,109,7.477
102,1,260,574,207,520,107,109,7.018
103,1,259,576,206,522,107,109,7.206
104,1,259,577,206,523,107,109,7.385
105,1,259,578,206,524,107,109,7.613
106,1,258,579,205,525,107,109,6.936
107,1,258,579,205,525,107,109,7.208
108,1,259,579,206,525,107,109,10.407
109,1,260,578,207,524,107,109,7.133
110,1,263,577,210,523,107,109,160.017
111,1,265,578,212,524,107,109,7.418
112,1,267,581,214,527,107,109,6.968
113,1,269,586,216,532,107,109,7.081
114,1,273,593,220,539,107,109,7.292
115,1,277,602,224,548,107,109,7.259
116,1,281,612,228,558,107,109,7.409
117,1,287,622,234,568,107,109,7.249
118,1,293,631,240,577,107,109,7.237
119,1,300,639,247,585,107,109,7.123
120,1,307,646,254,592,107,109,110.734
121,1,316,653,263,599,107,109,7.542
122,1,324,660,271,606,107,109,8.431
123,1,332,667,279,613,107,109,7.664
124,1,339,674,286,620,107,109,7.438
125,1,346,681,293,627,107,109,7.449
126,1,351,688,298,634,107,109,7.984
127,1,356,693,303,639,107,109,7.461
128,1,359,697,306,643,107,109,7.4
129,1,362,700,309,646,107,109,7.517
130,1,364,703,311,649,107,109,131.607
131,1,366,705,313,651,107,109,7.62
132,1,368,707,315,653,107,109,7.349
133,1,369,708,316,654,107,109,7.515
134,1,370,709,317,655,107,109,7.298
135,1,371,710,318,656,107,109,6.711
136,1,371,711,318,657,107,109,6.873
137,1,372,711,319,657,107,109,6.768
138,1,372,712,319,658,107,109,7.581
139,1,372,712,319,658,107,109,7.267
140,1,373,712,320,658,107,109,164.92
141,1,373,713,320,659,107,109,6.641
142,1,374,713,321,659,107,109,6.66
143,1,379,713,326,659,107,109,6.635
144,1,388,713,335,659,107,109,7.117
145,1,397,713,344,659,107,109,7.851
146,1,406,713,353,659,107,109,6.833
147,1,413,714,360,660,107,109,6.699
