frame,id,cx,cy,x,y,w,h,proc_ms
69,0,545,233,528,212,34,42,58.578
70,0,545,233,528,212,34,42,57.733
71,0,545,233,528,212,34,42,5.142
72,0,545,233,528,212,34,42,6.141
73,0,545,233,528,212,34,42,4.823
74,0,545,233,528,212,34,42,4.596
75,0,545,233,528,212,34,42,5.79
76,0,545,233,528,212,34,42,6.789
77,0,545,233,528,212,34,42,5.808
78,0,545,233,528,212,34,42,5.091
79,0,545,233,528,212,34,42,5.171
80,0,545,233,528,212,34,42,48.574
81,0,545,233,528,212,34,42,5.27
82,0,545,233,528,212,34,42,5.122
83,0,545,233,528,212,34,42,4.964
84,0,545,233,528,212,34,42,5.37
85,0,545,233,528,212,34,42,5.406
86,0,545,233,528,212,34,42,7.358
87,0,545,233,528,212,34,42,5.495
88,0,545,233,528,212,34,42,6.692
89,0,545,233,528,212,34,42,5.18
90,0,545,233,528,212,34,42,48.413
91,0,545,233,528,212,34,42,5.527
92,0,545,233,528,212,34,42,5.249
93,0,545,233,528,212,34,42,4.991
94,0,545,233,528,212,34,42,5.426
95,0,545,233,528,212,34,42,5.326
96,0,545,233,528,212,34,42,5.177
97,0,545,233,528,212,34,42,5.52
98,0,545,233,528,212,34,42,5.243
99,0,545,233,528,212,34,42,5.188
100,0,545,233,528,212,34,42,50.535
101,0,545,233,528,212,34,42,5.696
102,0,545,233,528,212,34,42,5.385
103,0,545,233,528,212,34,42,4.989
104,0,545,233,528,212,34,42,4.664
105,0,545,233,528,212,34,42,5.226
106,0,545,233,528,212,34,42,5.468
107,0,545,233,528,212,34,42,5.636
108,0,545,233,528,212,34,42,5.273
109,0,545,233,528,212,34,42,4.895
110,0,545,233,528,212,34,42,45.191
111,0,545,233,528,212,34,42,5.511
112,0,545,233,528,212,34,42,6.003
113,0,545,233,528,212,34,42,5.682
114,0,545,233,528,212,34,42,5.428
115,0,545,233,528,212,34,42,5.247
116,0,545,233,528,212,34,42,5.358
117,0,545,233,528,212,34,42,5.513
118,0,545,233,528,212,34,42,5.421
