frame,id,cx,cy,x,y,w,h,proc_ms
19,0,713,335,639,294,149,83,277.6
20,0,713,335,639,294,149,83,172.822
21,0,712,335,638,294,149,83,12.756
22,0,712,335,638,294,149,83,12.45
23,0,712,335,638,294,149,83,13.441
24,0,712,335,638,294,149,83,14.133
25,0,712,335,638,294,149,83,14.11
26,0,712,335,638,294,149,83,14.915
27,0,712,335,638,294,149,83,13.636
28,0,712,335,638,294,149,83,13.123
29,0,712,335,638,294,149,83,12.451
30,0,712,336,638,295,149,83,211.206
31,0,712,335,638,294,149,83,13.184
32,0,712,336,638,295,149,83,14.175
33,0,712,335,638,294,149,83,11.799
34,0,712,336,638,295,149,83,11.851
35,0,711,335,637,294,149,83,22.123
36,0,712,336,638,295,149,83,12.842
37,0,711,335,637,294,149,83,13.384
38,0,712,336,638,295,149,83,12.824
39,0,711,335,637,294,149,83,13.127
40,0,712,336,638,295,149,83,214.93
41,0,711,335,637,294,149,83,12.466
42,0,712,336,638,295,149,83,12.693
43,0,711,335,637,294,149,83,12.037
44,0,712,336,638,295,149,83,12.085
45,0,711,335,637,294,149,83,12.61
46,0,712,336,638,295,149,83,12.54
47,0,711,335,637,294,149,83,12.728
48,0,712,336,638,295,149,83,12.96
49,0,711,335,637,294,149,83,12.897
50,0,712,336,638,295,149,83,219.705
51,0,711,335,637,294,149,83,14.672
52,0,712,336,638,295,149,83,14.77
53,0,711,335,637,294,149,83,15.052
54,0,712,336,638,295,149,83,15.225
55,0,711,335,637,294,149,83,12.366
56,0,712,336,638,295,149,83,12.348
57,0,711,335,637,294,149,83,12.558
58,0,712,336,638,295,149,83,12.025
59,0,711,335,637,294,149,83,12.095
60,0,712,336,638,295,149,83,193.599
61,0,711,335,637,294,149,83,15.866
62,0,712,336,638,295,149,83,15.041
63,0,711,335,637,294,149,83,16.068
64,0,712,336,638,295,149,83,14.958
65,0,711,335,637,294,149,83,13.278
66,0,712,336,638,295,149,83,14.641
67,0,711,335,637,294,149,83,15.1
68,0,712,336,638,295,149,83,14.768
69,0,711,335,637,294,149,83,15.463
70,0,712,336,638,295,149,83,232.365
71,0,711,335,637,294,149,83,12.531
72,0,712,336,638,295,149,83,12.564
73,0,711,335,637,294,149,83,12.626
74,0,712,336,638,295,149,83,12.479
75,0,711,335,637,294,149,83,12.701
76,0,712,336,638,295,149,83,12.586
77,0,711,335,637,294,149,83,12.932
78,0,712,336,638,295,149,83,14.271
79,0,711,335,637,294,149,83,14.504
80,0,712,336,638,295,149,83,220.064
81,0,711,335,637,294,149,83,12.846
82,0,712,336,638,295,149,83,12.256
83,0,711,335,637,294,149,83,12.553
84,0,712,336,638,295,149,83,12.478
85,0,711,335,637,294,149,83,12.64
86,0,712,336,638,295,149,83,12.676
87,0,711,335,637,294,149,83,12.412
88,0,712,336,638,295,149,83,12.876
89,0,711,335,637,294,149,83,13.282
90,0,712,336,638,295,149,83,197.185
91,0,711,335,637,294,149,83,11.658
92,0,712,336,638,295,149,83,11.845
93,0,711,335,637,294,149,83,12.043
94,0,712,336,638,295,149,83,11.188
95,0,711,335,637,294,149,83,11.755
96,0,712,336,638,295,149,83,11.787
97,0,711,335,637,294,149,83,11.199
98,0,712,336,638,295,149,83,11.482
99,0,711,335,637,294,149,83,11.704
100,0,712,336,638,295,149,83,181.662
101,0,711,335,637,294,149,83,11.205
102,0,712,336,638,295,149,83,11.143
103,0,711,335,637,294,149,83,11.476
104,0,712,336,638,295,149,83,12.688
105,0,711,335,637,294,149,83,16.164
106,0,712,336,638,295,149,83,16.642
107,0,711,335,637,294,149,83,17.248
108,0,712,336,638,295,149,83,16.476
109,0,711,335,637,294,149,83,17.32
110,0,712,336,638,295,149,83,165.564
111,0,711,335,637,294,149,83,11.193
112,0,712,336,638,295,149,83,12.082
113,0,711,335,637,294,149,83,11.118
114,0,712,336,638,295,149,83,11.729
115,0,711,335,637,294,149,83,11.397
116,0,712,336,638,295,149,83,11.449
117,0,711,335,637,294,149,83,11.061
118,0,712,336,638,295,149,83,10.728
119,0,711,335,637,294,149,83,10.841
120,0,712,336,638,295,149,83,178.06
121,0,711,335,637,294,149,83,12.975
122,0,712,336,638,295,149,83,12.793
123,0,711,335,637,294,149,83,13.172
124,0,712,336,638,295,149,83,12.086
125,0,711,335,637,294,149,83,13.003
126,0,712,336,638,295,149,83,12.942
127,0,711,335,637,294,149,83,12.452
128,0,712,336,638,295,149,83,12.179
129,0,711,335,637,294,149,83,14.138
130,0,712,336,638,295,149,83,145.241
131,0,711,335,637,294,149,83,11.033
132,0,712,336,638,295,149,83,11.901
133,0,711,335,637,294,149,83,11.443
134,0,712,336,638,295,149,83,10.768
135,0,711,335,637,294,149,83,11.984
136,0,712,336,638,295,149,83,11.706
137,0,711,335,637,294,149,83,12.365
138,0,712,336,638,295,149,83,11.52
139,0,711,335,637,294,149,83,11.563
140,0,712,336,638,295,149,83,176.526
141,0,711,335,637,294,149,83,11.05
142,0,712,336,638,295,149,83,12.177
143,0,711,335,637,294,149,83,11.371
144,0,712,336,638,295,149,83,12.044
145,0,711,335,637,294,149,83,11.207
146,0,712,336,638,295,149,83,11.011
147,0,711,335,637,294,149,83,11.399
148,0,712,336,638,295,149,83,11.892
149,0,711,335,637,294,149,83,11.416
150,0,712,336,638,295,149,83,147.223
151,0,711,335,637,294,149,83,10.556
152,0,712,336,638,295,149,83,11.411
153,0,711,335,637,294,149,83,11.174
154,0,712,336,638,295,149,83,10.787
155,0,711,335,637,294,149,83,10.936
156,0,712,336,638,295,149,83,11.374
157,0,711,335,637,294,149,83,11.113
158,0,712,336,638,295,149,83,11.227
159,0,711,335,637,294,149,83,11.405
160,0,712,336,638,295,149,83,164.509
161,0,711,335,637,294,149,83,10.539
162,0,712,336,638,295,149,83,11.002
163,0,711,335,637,294,149,83,11.683
164,0,712,336,638,295,149,83,11.753
165,0,711,335,637,294,149,83,11.978
166,0,712,336,638,295,149,83,11.443
167,0,711,335,637,294,149,83,12.229
168,0,712,336,638,295,149,83,11.704
169,0,711,335,637,294,149,83,11.366
170,0,712,336,638,295,149,83,219.449
171,0,711,335,637,294,149,83,13.322
172,0,712,336,638,295,149,83,13.823
173,0,711,335,637,294,149,83,15.444
174,0,712,336,638,295,149,83,14.072
175,0,711,335,637,294,149,83,13.569
176,0,712,336,638,295,149,83,14.304
177,0,711,335,637,294,149,83,13.939
178,0,712,336,638,295,149,83,11.279
179,0,711,335,637,294,149,83,12.008
180,0,712,336,638,295,149,83,207.44
181,0,711,335,637,294,149,83,11.073
182,0,712,336,638,295,149,83,12.349
183,0,711,335,637,294,149,83,13.191
184,0,712,336,638,295,149,83,13.149
185,0,711,335,637,294,149,83,12.607
186,0,712,336,638,295,149,83,13.429
187,0,711,335,637,294,149,83,12.329
188,0,712,336,638,295,149,83,12.732
189,0,711,335,637,294,149,83,14.041
190,0,712,336,638,295,149,83,169.142
191,0,711,335,637,294,149,83,11.643
192,0,712,336,638,295,149,83,11.001
193,0,711,335,637,294,149,83,11.686
194,0,712,336,638,295,149,83,10.981
195,0,711,335,637,294,149,83,11.172
196,0,712,336,638,295,149,83,11.294
197,0,711,335,637,294,149,83,11.123
198,0,712,336,638,295,149,83,11.798
199,0,711,335,637,294,149,83,11.568
200,0,712,336,638,295,149,83,223.591
201,0,711,335,637,294,149,83,10.707
202,0,712,336,638,295,149,83,11.202
203,0,711,335,637,294,149,83,11.298
204,0,712,336,638,295,149,83,11.194
205,0,711,335,637,294,149,83,11.292
206,0,712,336,638,295,149,83,11.713
207,0,711,335,637,294,149,83,11.469
208,0,712,336,638,295,149,83,11.404
209,0,711,335,637,294,149,83,11.219
210,0,712,336,638,295,149,83,192.251
211,0,711,335,637,294,149,83,11.025
212,0,712,336,638,295,149,83,11.293
213,0,711,335,637,294,149,83,11.771
214,0,712,336,638,295,149,83,11.607
215,0,711,335,637,294,149,83,11.204
216,0,712,336,638,295,149,83,10.943
217,0,711,335,637,294,149,83,11.4
218,0,712,336,638,295,149,83,11.789
219,0,711,335,637,294,149,83,12.103
220,0,712,336,638,295,149,83,178.47
221,0,711,335,637,294,149,83,10.469
222,0,712,336,638,295,149,83,11.214
223,0,711,335,637,294,149,83,10.167
224,0,712,336,638,295,149,83,11.24
225,0,711,335,637,294,149,83,11.324
226,0,712,336,638,295,149,83,11.043
227,0,711,335,637,294,149,83,11.285
228,0,712,336,638,295,149,83,12.283
229,0,711,335,637,294,149,83,11.035
230,0,712,336,638,295,149,83,182.419
231,0,711,335,637,294,149,83,13.732
232,0,712,336,638,295,149,83,14.149
233,0,711,335,637,294,149,83,14.59
234,0,712,336,638,295,149,83,15.027
235,0,711,335,637,294,149,83,15.516
236,0,712,336,638,295,149,83,13.996
237,0,711,335,637,294,149,83,14.13
238,0,712,336,638,295,149,83,13.231
239,0,711,335,637,294,149,83,12.399
240,0,712,336,638,295,149,83,189.617
241,0,711,335,637,294,149,83,11.164
242,0,712,336,638,295,149,83,12.083
243,0,711,335,637,294,149,83,12.607
244,0,712,336,638,295,149,83,12.952
245,0,711,335,637,294,149,83,12.874
246,0,712,336,638,295,149,83,13.533
247,0,711,335,637,294,149,83,13.846
248,0,712,336,638,295,149,83,13.231
249,0,711,335,637,294,149,83,13.641
250,0,712,336,638,295,149,83,212.067
251,0,711,335,637,294,149,83,11.066
252,0,712,336,638,295,149,83,11.727
253,0,711,335,637,294,149,83,10.925
254,0,712,336,638,295,149,83,12.006
255,0,711,335,637,294,149,83,11.665
256,0,712,336,638,295,149,83,10.449
257,0,711,335,637,294,149,83,12.761
258,0,712,336,638,295,149,83,12.106
259,0,711,335,637,294,149,83,12.234
260,0,712,336,638,295,149,83,163.616
261,0,711,335,637,294,149,83,10.576
262,0,712,336,638,295,149,83,12.158
263,0,711,335,637,294,149,83,11.365
264,0,712,336,638,295,149,83,11.449
265,0,711,335,637,294,149,83,11.456
266,0,712,336,638,295,149,83,11.288
267,0,711,335,637,294,149,83,11.712
268,0,712,336,638,295,149,83,11.398
269,0,711,335,637,294,149,83,11.538
270,0,712,336,638,295,149,83,163.68
271,0,711,335,637,294,149,83,10.724
272,0,712,336,638,295,149,83,10.568
273,0,711,335,637,294,149,83,11.233
274,0,712,336,638,295,149,83,12.948
275,0,711,335,637,294,149,83,11.48
276,0,712,336,638,295,149,83,11.406
277,0,711,335,637,294,149,83,10.647
278,0,712,336,638,295,149,83,12.063
279,0,711,335,637,294,149,83,11.826
280,0,712,336,638,295,149,83,180.926
281,0,711,335,637,294,149,83,11.457
282,0,712,336,638,295,149,83,10.781
283,0,711,335,637,294,149,83,10.633
284,0,712,336,638,295,149,83,10.184
285,0,711,335,637,294,149,83,10.954
286,0,712,336,638,295,149,83,11.137
287,0,711,335,637,294,149,83,11.307
288,0,712,336,638,295,149,83,11.87
289,0,711,335,637,294,149,83,10.974
290,0,712,336,638,295,149,83,190.478
291,0,711,335,637,294,149,83,14.281
