frame,id,cx,cy,x,y,w,h,proc_ms
26,0,853,258,815,246,77,24,156.352
27,0,853,258,815,246,77,24,5.987
28,0,853,258,815,246,77,24,5.313
29,0,853,258,815,246,77,24,6.187
30,0,853,258,815,246,77,24,126.256
31,0,853,258,815,246,77,24,5.891
32,0,853,258,815,246,77,24,6.372
33,0,853,258,815,246,77,24,5.649
34,0,853,258,815,246,77,24,5.365
35,0,853,258,815,246,77,24,5.592
36,0,853,258,815,246,77,24,5.578
37,0,853,258,815,246,77,24,5.314
38,0,853,258,815,246,77,24,6.209
39,0,853,258,815,246,77,24,6.07
40,0,853,258,815,246,77,24,159.274
41,0,853,258,815,246,77,24,6.651
42,0,853,258,815,246,77,24,5.165
43,0,853,258,815,246,77,24,5.693
44,0,853,258,815,246,77,24,6.019
45,0,853,258,815,246,77,24,5.498
46,0,853,258,815,246,77,24,5.259
47,0,853,258,815,246,77,24,5.95
48,0,853,258,815,246,77,24,6.476
49,0,853,258,815,246,77,24,5.783
50,0,853,258,815,246,77,24,121.556
51,0,853,258,815,246,77,24,5.585
52,0,853,258,815,246,77,24,6.146
53,0,853,258,815,246,77,24,6.615
54,0,853,258,815,246,77,24,6.386
55,0,853,258,815,246,77,24,5.348
56,0,853,258,815,246,77,24,5.868
57,0,853,258,815,246,77,24,6.058
58,0,853,258,815,246,77,24,5.515
59,0,853,258,815,246,77,24,5.39
60,0,853,258,815,246,77,24,133.667
61,0,853,258,815,246,77,24,5.205
62,0,853,258,815,246,77,24,6.235
63,0,853,258,815,246,77,24,5.434
64,0,853,258,815,246,77,24,6.077
65,0,853,258,815,246,77,24,5.846
66,0,853,258,815,246,77,24,5.719
67,0,853,258,815,246,77,24,5.471
68,0,853,258,815,246,77,24,6.213
69,0,853,258,815,246,77,24,6.117
70,0,853,258,815,246,77,24,116.267
71,0,853,258,815,246,77,24,5.449
72,0,853,258,815,246,77,24,5.479
73,0,853,258,815,246,77,24,6.108
74,0,853,258,815,246,77,24,6.167
75,0,853,258,815,246,77,24,5.949
76,0,853,258,815,246,77,24,5.801
77,0,853,258,815,246,77,24,5.782
78,0,853,258,815,246,77,24,6.309
79,0,853,258,815,246,77,24,6.199
80,0,853,258,815,246,77,24,95.407
81,0,853,258,815,246,77,24,5.058
82,0,853,258,815,246,77,24,5.477
83,0,853,258,815,246,77,24,6.236
84,0,853,258,815,246,77,24,7.485
85,0,853,258,815,246,77,24,7.352
86,0,853,258,815,246,77,24,6.529
87,0,853,258,815,246,77,24,7.733
88,0,853,258,815,246,77,24,7.32
89,0,853,258,815,246,77,24,7.165
90,0,853,258,815,246,77,24,202.354
91,0,853,258,815,246,77,24,8.123
92,0,853,258,815,246,77,24,8.827
93,0,853,258,815,246,77,24,6.844
94,0,853,258,815,246,77,24,8.392
95,0,853,258,815,246,77,24,5.047
96,0,853,258,815,246,77,24,5.697
97,0,853,258,815,246,77,24,5.49
98,0,853,258,815,246,77,24,6.143
99,0,853,258,815,246,77,24,6.141
100,0,853,258,815,246,77,24,104.929
101,0,853,258,815,246,77,24,5.274
102,0,853,258,815,246,77,24,5.449
103,0,853,258,815,246,77,24,5.793
104,0,853,258,815,246,77,24,6.098
105,0,853,258,815,246,77,24,6.157
106,0,853,258,815,246,77,24,6.336
107,0,853,258,815,246,77,24,5.3
108,0,853,258,815,246,77,24,6.084
109,0,853,258,815,246,77,24,6.249
110,0,853,258,815,246,77,24,101.019
111,0,853,258,815,246,77,24,6.078
112,0,853,258,815,246,77,24,5.937
113,0,853,258,815,246,77,24,6.146
114,0,853,258,815,246,77,24,5.767
115,0,853,258,815,246,77,24,5.352
116,0,853,258,815,246,77,24,5.51
117,0,853,258,815,246,77,24,6.137
118,0,853,258,815,246,77,24,5.671
119,0,853,258,815,246,77,24,5.294
120,0,853,258,815,246,77,24,117.75
121,0,853,258,815,246,77,24,5.059
122,0,853,258,815,246,77,24,5.723
123,0,853,258,815,246,77,24,6.517
124,0,853,258,815,246,77,24,9.418
125,0,853,258,815,246,77,24,6.639
126,0,853,258,815,246,77,24,6.891
127,0,853,258,815,246,77,24,6.945
128,0,853,258,815,246,77,24,7.863
129,0,853,258,815,246,77,24,7.147
130,0,853,258,815,246,77,24,165.688
131,0,853,258,815,246,77,24,6.57
132,0,853,258,815,246,77,24,6.71
133,0,853,258,815,246,77,24,7.104
134,0,853,258,815,246,77,24,6.825
135,0,853,258,815,246,77,24,6.114
136,0,853,258,815,246,77,24,6.634
137,0,853,258,815,246,77,24,6.941
138,0,853,258,815,246,77,24,6.119
139,0,853,258,815,246,77,24,6.754
140,0,853,258,815,246,77,24,181.23
141,0,853,258,815,246,77,24,5.956
142,0,853,258,815,246,77,24,6.107
143,0,853,258,815,246,77,24,7.062
144,0,853,258,815,246,77,24,7.036
145,0,853,258,815,246,77,24,6.45
146,0,853,258,815,246,77,24,6.624
147,0,853,258,815,246,77,24,6.378
148,0,853,258,815,246,77,24,8.744
149,0,853,258,815,246,77,24,6.649
150,0,853,258,815,246,77,24,174.23
151,0,853,258,815,246,77,24,6.238
152,0,853,258,815,246,77,24,6.977
153,0,853,258,815,246,77,24,7.267
154,0,853,258,815,246,77,24,7.077
155,0,853,258,815,246,77,24,6.725
156,0,853,258,815,246,77,24,7.471
157,0,853,258,815,246,77,24,7.462
158,0,853,258,815,246,77,24,7.222
159,0,853,258,815,246,77,24,7.015
